"",gene_symbol,GSM2691349,GSM2691350,GSM2691351,GSM2691352,GSM2691353,GSM2691354,GSM2691355,GSM2691356,GSM2691357,GSM2691358,GSM2691359,GSM2691360
ENSG00000161939,RNASEK-C17orf49,3.0107,23.9818,5.7488,4.1885,3.3697,6.6252,23.9063,8.7506,19.6441,21.7455,5.3799,3.2112
ENSG00000161940,BCL6B,8,2,1,2,1,0,1,0,3,0,0,0
ENSG00000161944,ASGR2,0,0,0,0,0,0,0,1,97.0001,2303.0051,0,0
ENSG00000161955,TNFSF13,215,113.0002,108.0001,181.0002,169,95.5761,327,158.0001,134.0002,82.3797,169,105.048
ENSG00000161956,SENP3,498.001,1003.5635,865.0011,971.1972,707.7095,594.0006,775.6725,809.9996,691.1755,430.9994,673.424,646.7392
ENSG00000161958,FGF11,378.9558,73.0684,158.224,88.9351,2166.4503,2234.1676,1673.9646,1286.4958,1760.6711,945.0464,972.7305,795.9845
ENSG00000161960,EIF4A1,5676.1748,11596.2057,9299.1293,10660.1007,4772.572,4887.7748,5166.9278,5157.4657,5679.0157,4416.0917,4944.1433,5252.2285
ENSG00000161970,RPL26,10200.405,8367.9518,8927.2216,8721.2236,6784.4013,7435.2475,13002.2795,15141.9756,9612.1337,11396.2303,10833.2222,13663.2186
ENSG00000161973,CCDC42,1,0,0,0,0,0,0,0,1,0,0,2
ENSG00000161980,POLR3K,37,169.7128,111.4887,147.9821,60.0001,45.3581,62.1108,87.6464,88.1118,71.816,49.0001,69.4038
ENSG00000161981,SNRNP25,111.9999,515.999,221.9998,487.9994,160.9995,156.0003,151.0001,111.9999,201.9994,220.9998,227.9992,136.9999
ENSG00000161992,PRR35,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000161996,WDR90,346.0002,286.9789,370.8544,374.5418,614.9807,423.0001,906.3628,594.5467,788.878,751.8228,634.4527,521.875
ENSG00000161999,JMJD8,648.9606,713.1302,757.5987,826.2696,1010.2912,683.1455,971.5467,959.5881,1072.6859,559.1318,806.4154,839.3807
ENSG00000162004,CCDC78,38,61,122,54,83.9999,73,181.9997,125,126,122,149.9999,140
ENSG00000162009,SSTR5,0,0,0,0,0,0,0,0,1,32.0001,0,0
ENSG00000162032,SPSB3,1023.7822,696.3134,1139.2207,612.3392,739.3798,607.0741,1137.7779,877.5523,1160.4277,968.6,976.901,917.4612
ENSG00000162039,MEIOB,1,1,0,1,1,5,2,1,6,12,2,1
ENSG00000162040,HS3ST6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162062,C16orf59,21,110.0001,64,115,14,20,15,30,16,55.0001,26,37
ENSG00000162063,CCNF,248.0361,635.0002,252,761.0188,90.9998,82.6737,99.9397,85.0605,87.9976,195.0004,90.0115,53.9999
ENSG00000162065,TBC1D24,130.0537,219.0139,238.854,225.7679,190.7497,172.5589,153.9615,163.9545,165.0052,322.0701,150.5174,124.2879
ENSG00000162066,AMDHD2,507.0002,373.0001,459.2316,386.0004,523.0003,365.0003,516.1533,506.0005,623.0002,540.9997,592.0011,562.4938
ENSG00000162068,NTN3,0,1,0,2,2,2,0,0,2,2,1,1
ENSG00000162069,BICDL2,31.8908,50,26.8913,44,30.0157,37,12,17.0574,28.138,34.0098,22.0702,7.0602
ENSG00000162073,PAQR4,101.1215,336.606,291.5207,384.8357,25.1422,23,14,24,68.581,89.1923,87.2754,101.8909
ENSG00000162076,FLYWCH2,265.9993,190,216.9994,211.9997,288.0002,298.0001,449.9983,422.9994,438.9988,328.9997,294.9993,296.0001
ENSG00000162078,ZG16B,0.5,0.5,1,0,2.5,1,1,0.5,7,27,1,0.5
ENSG00000162086,ZNF75A,236.0001,290.3737,330.3595,236.0106,453.0003,257.7453,346.0291,424.4308,460.0113,286.0003,252.0001,405.8788
ENSG00000162104,ADCY9,707.9997,968.001,1004.0146,913.001,456.0835,855.9961,330.0002,449.9996,593.7306,316.0798,632.2266,595.9997
ENSG00000162105,SHANK2,91,168.9994,136.9999,167.9999,24,57,19.0067,24,38,71.0001,64,51
ENSG00000162129,CLPB,254.0003,329.0002,285.0002,351.0003,157.9999,170,126.0001,104.9999,149,149.0003,128.0001,122
ENSG00000162139,NEU3,128.0397,168.5736,165.4873,183.4654,173.8401,94.0641,143.0189,172.7343,159.6342,156.0002,101.7259,120
ENSG00000162144,CYB561A3,453.0177,556.405,618.8978,601.769,422.1671,308.8325,526.5172,526.0103,543.8198,343.4123,484.2559,549.4255
ENSG00000162148,PPP1R32,53.2966,4.0717,20,9.4647,72.9409,79.9439,191.043,117.4873,74.3218,83.9702,50.3499,69.1073
ENSG00000162174,ASRGL1,5.7243,3.06,7.2123,5.4786,8.298,4.2755,11.3003,8.4653,19.8877,240.5121,1,3.1421
ENSG00000162188,GNG3,3,1,4,4.661,2,1,6,2,12.9999,3.6217,4,5
ENSG00000162191,UBXN1,1508.0022,817.0011,963.0015,852.002,1092.0024,879.0011,1403.0018,1580.0033,1302.0035,1133.0012,975.0014,1021.0022
ENSG00000162194,LBHD1,60.9524,64.1751,93.3242,63.2272,119.6177,81.433,61.1538,77.198,114.2989,119.0957,49.5412,73.5022
ENSG00000162222,TTC9C,397.9998,250.9998,311.6509,243.9993,300.0067,271.0701,332.0302,317.9997,308.0107,250.1473,194.0345,180.1236
ENSG00000162227,TAF6L,209.0509,206.7165,201.4027,234.5232,249.0617,174.1928,257.3511,258.7688,307.0462,290.8278,215.7533,224.4567
ENSG00000162231,NXF1,1405.8562,1139.9831,1345.0448,1184.9528,1504.0375,825.0489,2130.9693,1880.9137,2878.599,2685.8863,1698.1165,1907.0641
ENSG00000162236,STX5,1225.0027,716.001,706.0008,738.0007,827.0001,817.0008,989.0013,844.0013,888.0009,579.999,781.0016,794.0007
ENSG00000162241,SLC25A45,92.0876,70.8349,108.3164,91.2514,261.1522,128.4828,237.3525,147.8681,243.6332,213.1142,202.0144,217.3505
ENSG00000162244,RPL29,9250.9916,7055.8626,8885.4947,8020.6111,6841.9954,7613.606,10517.8542,12199.5197,8809.4639,10498.863,9282.7354,11111.6769
ENSG00000162267,ITIH3,0,0,0,0,1,1,0,1,58,3220.0065,0,1
ENSG00000162298,SYVN1,913.09,1095.0433,1063.2497,1043.3471,1179.0062,1044.8579,1545.8899,1223.1741,1293.4379,941.3053,1120.8514,1168.4768
ENSG00000162300,ZFPL1,692.0006,532.9632,552.0002,503.9435,667.8701,622.0008,768.0015,717.0011,754.8956,473.001,638.0003,686.9799
ENSG00000162302,RPS6KA4,842.0001,2513.9992,1481.9999,2601.0012,651.9996,927.0002,966.9992,758.0016,810.0013,450.9999,1220.0011,1062.0011
ENSG00000162337,LRP5,1124.0019,822.002,794.9982,1038.9975,236.0001,168.9999,580.9996,267.9997,232.0002,703.9991,191.0001,179
ENSG00000162341,TPCN2,209.2565,302.0002,264.5266,260.8621,240.0934,264.7433,284.0436,287.9268,184.8648,253.9995,237.0566,268.1434
ENSG00000162344,FGF19,0,0,0,0,3,0,0,0,0,6,0,0
ENSG00000162365,CYP4A22,0,0,4,0,0,0,0,1.0226,0,4.7055,0,0.0523
ENSG00000162366,PDZK1IP1,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000162367,TAL1,0,1,4,1,2,1,4,0,1,2,1,2
ENSG00000162368,CMPK1,2164.0015,2562.9998,2578.0005,2615.9998,2058.0003,2096.0001,1194.9994,2175.0009,2212.0017,868.9978,2073.0004,2271.0008
ENSG00000162373,BEND5,6,0,2,0,33,36.0001,27,44,40,28,11,19
ENSG00000162374,ELAVL4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162377,COA7,171.3458,383.9999,265.0474,330.9998,206.4105,126.9198,200.1743,221.0001,204.5949,212.3764,152.4309,197.5433
ENSG00000162378,ZYG11B,920.0547,822.1165,592.4391,744.27,649.4085,775.602,300.6241,465.1002,510.8286,191.4272,371.9667,486.9655
ENSG00000162383,SLC1A7,0,1,0,0,0,0,0,0,0,48,0,0
ENSG00000162384,C1orf123,382.9994,347.9991,331.9993,311.9993,341.9997,340.9561,421.9998,477,486.9999,528,386.9998,439.9991
ENSG00000162385,MAGOH,227.9619,267.9994,275.9996,265.9993,284.9993,196.9996,251.9998,295.9995,426.9994,362.9996,252.9996,307.9995
ENSG00000162390,ACOT11,74.2975,192.0459,153.4328,235.0555,163.2322,105.1539,77.8483,56.3963,108.877,98.1643,67.9501,76.0439
ENSG00000162391,FAM151A,0,1,3.0411,2,0,3,1,1,2,0,1,0
ENSG00000162396,PARS2,115.0002,113.0001,109.0002,101,116.0002,99,108,110.0001,80,74.0002,68.0001,77.0001
ENSG00000162398,LEXM,0,0,0,1,1,2,0,0,2,0,1,0
ENSG00000162399,BSND,1,2.0073,1,1,3,2.0625,7,3,1.0505,2.1465,1.0038,1
ENSG00000162402,USP24,999.999,1428.9977,1249.997,1441.0026,1017.9988,1052.9997,904.9993,796.9989,850.9999,719.9998,684.9996,714.9994
ENSG00000162407,PLPP3,5350.0066,305.0002,294.9998,398.0007,4092.036,3078.0013,4132.0187,2954.9989,3000.1498,724.0157,4021.9927,5852.5571
ENSG00000162408,NOL9,133.5694,246.0246,186.0141,232.7454,195.5009,117.1242,203.9621,237.2642,238.4266,219.2641,173.7895,215.8253
ENSG00000162409,PRKAA2,16.0614,38,51,26,29,56.9999,5,14.0461,65,127,33,22
ENSG00000162413,KLHL21,1222.4955,965.0015,866.911,788.0007,597.1827,466.2029,638.2332,514.1854,988.0016,407.1302,729.0023,563.4607
ENSG00000162415,ZSWIM5,2,2,8,1,5,6,1,7,16,102.9999,0,2
ENSG00000162419,GMEB1,249.6855,293.9673,289.3849,372.5193,254.7621,229.0891,237.27,246.1205,287.1624,198.4853,264.2794,246.6183
ENSG00000162426,SLC45A1,2,11,8,23,17,21,18,13,31,7,5,11
ENSG00000162430,SELENON,1503.2865,2470.2485,1996.8362,2439.6214,1200.5321,1560.8915,1442.844,1090.3599,1024.2387,640.5601,1028.9095,1105.6223
ENSG00000162433,AK4,701.0453,1107.9971,2060.9984,974.6442,3874.1509,3924.1416,2165.322,3079.998,4160.1888,2629.8636,3586.6039,2795.7605
ENSG00000162434,JAK1,4671.9983,3987.0003,3848.9996,3439.9964,10905.9753,7894.9925,5760.9957,7065.9829,8655.0294,2624.9952,5021.9996,6562.0043
ENSG00000162437,RAVER2,166.9998,139.0001,91,94.0001,30,12,26,37,52,70,30,38
ENSG00000162438,CTRC,2.0125,1.2098,7.029,1.0328,5.0183,4.2461,5.1287,6.7982,4.0037,6.08,3.2876,3.557
ENSG00000162441,LZIC,310.0002,494.9998,345.9123,529.0004,314.0002,341.9999,194,278.0002,314.9999,176.9998,263,332.9999
ENSG00000162444,RBP7,40.9999,144.9998,201.0098,121.9997,20.9999,16.9999,0,14,24,22,26.9999,41.9999
ENSG00000162456,KNCN,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162458,FBLIM1,1328.6286,2733.1037,4159.0947,1676.0491,3129.5109,3033.9865,5277.5189,3976.3949,3792.933,2108.0862,3812.3547,3395.6261
ENSG00000162460,TMEM82,0,0,0,0,0,0,0,0,1,16,0,0
ENSG00000162461,SLC25A34,14.0721,5,17.4678,11.0034,43.4893,26.4036,57.1175,52.4293,105.3845,62.5594,39.4245,50.181
ENSG00000162482,AKR7A3,9.3184,4.3496,11.9143,2.6864,14.6576,8.6735,15.9725,20.7206,14.8478,60.8603,10.6671,5.3104
ENSG00000162490,DRAXIN,7.3082,3.0961,3.1232,5.0287,4.4387,5.0032,9.693,1.0196,6.8635,3.3562,4.0201,7.0281
ENSG00000162493,PDPN,1.0007,13,251.9999,23.6067,2364.4571,2652.0009,3552.9996,3606.9864,2477.0006,785.0003,1781.9914,2507.0006
ENSG00000162494,LRRC38,0,2,1,0,0,0,2,0,0,1,0,0
ENSG00000162496,DHRS3,155.0002,39,46,39,584.0001,241.9995,1185.0006,674,1079.0007,742.0016,224.9999,287.0009
ENSG00000162510,MATN1,6,3,0,1,11,6,22,7,22,5,10,16.3393
ENSG00000162511,LAPTM5,65,6,23,18,682,394.0005,1626.9996,637.9994,657.0001,161.0003,417.0006,397.0014
ENSG00000162512,SDC3,3283.996,1933.9966,3567.6925,2926.0004,6859.9976,3732.8876,6273.6155,5318.9954,7281.8729,1972.0051,8472.0002,7716.7893
ENSG00000162517,PEF1,1031.0022,1028.002,1021.0016,1043.0016,1138.001,828.0012,858.0005,1031.0022,1228.0015,747.0019,961.0015,990.0017
ENSG00000162520,SYNC,159.6556,602.6215,929.8095,279.6271,206.485,251.2981,100.4594,93.0026,108.0206,26.4065,427.3314,270.4044
ENSG00000162521,RBBP4,1795.1056,1757.1642,1483.9807,1855.6694,1706.3251,1389.666,1744.6115,2135.9771,1790.2689,1247.3182,1135.0705,1503.4567
ENSG00000162522,KIAA1522,6727.9791,2899.9969,2876.0012,3315.9999,4680.9961,4875.9996,3961.9974,2863.0016,2909.997,1303.9969,2875.0022,2368.9988
ENSG00000162526,TSSK3,9.2612,3,4,2,8.6487,5.0621,16.1825,9,9.4066,4.5131,4.1572,4
ENSG00000162542,TMCO4,562.0018,289.0001,229,296.9999,552.0003,400.0001,544.0001,450.0003,581,332.0003,320.0003,297.0005
ENSG00000162543,UBXN10,128.0001,47,55,20,100.0003,58.9999,80.0002,56,138.0001,38.9999,49,44
ENSG00000162545,CAMK2N1,2312.001,2732.997,2004.0017,2604.9982,1598.0014,1596.0001,2399.0006,1567.0006,1976.0012,1537.0027,1934.0017,1559.0013
ENSG00000162551,ALPL,4,37.0001,12,31,0,0,0,0,0,2,0,0
ENSG00000162552,WNT4,39,1,4.1956,2,3,0,3.514,1,3,3,3,10
ENSG00000162571,TTLL10,1,0,0,1,1,0,1,0,2.2094,2,0,1.0035
ENSG00000162572,SCNN1D,63.0001,19,15,16,126,151.0002,143.9998,180.0003,146,290.0001,57.9999,85
ENSG00000162576,MXRA8,10315.0102,7750.0126,12120.014,7488.004,9758.0282,9776.0002,9949.9987,8902.0041,9944.0198,7552.0074,9029.0021,8672.0101
ENSG00000162585,FAAP20,430.2285,483.1245,657.4856,516.5131,723.0984,549.7661,812.4096,900.6216,877.0772,858.2421,639.5463,844.9064
ENSG00000162591,MEGF6,412.9996,371.0001,820.9997,334.0001,22,69,41.9999,44,28,425.9998,77.9999,70
ENSG00000162592,CCDC27,2,3.003,1.1307,2.6435,0,4.0026,2.0751,2,2,1,2.0025,0
ENSG00000162594,IL23R,0,0,0,0,1.4416,0,0,1.0766,1.0037,0,0,0
ENSG00000162595,DIRAS3,3,3,4,0,6,1,0,4,2,4,3,0
ENSG00000162598,C1orf87,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000162599,NFIA,35,17,22,25,68,33,27,43,37,107,13,14
ENSG00000162600,OMA1,206.0002,222.0009,176,202.0015,186.0264,186.0073,115.0001,160.0001,157.0001,143.0378,101.0025,125.0001
ENSG00000162601,MYSM1,826.0006,637.6698,702.7611,662.9998,1119.9991,819.9209,753.9998,821.9135,877.9992,453.7194,594.8812,701
ENSG00000162604,TM2D1,382.0036,350.4277,447.6565,374.538,412.1533,337.9387,342.0927,385.679,484.1049,169.289,463.332,460.2964
ENSG00000162607,USP1,685.9987,1270.0003,631.0004,1639.999,602.0008,540.0002,331.0001,604.999,548.9998,249.9999,454.9998,535.999
ENSG00000162613,FUBP1,1029,2130.0007,1821.0012,2166.0026,1411.0006,934.0003,1155.0001,1213.9999,1353.0008,871.0003,1048.0005,1185
ENSG00000162614,NEXN,3,115.9998,144.0001,21,14.0683,16.0634,4,17,26.0799,21,14.2814,12.0129
ENSG00000162616,DNAJB4,412,572.9987,743.998,527.9998,3515.0013,4732.0026,963.9993,2225.0009,2193.0002,576.0002,1766.0006,2263.9995
ENSG00000162618,ADGRL4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162620,LRRIQ3,42,27,13,34,80.0001,35,23,41,27,17,21,29
ENSG00000162621,LRRC53,0,0,0,0,1,1,1,1,0,1,1,0
ENSG00000162623,TYW3,307.1072,471.0003,402.0001,486.0006,396.8735,290.0003,267.005,369.0001,316.0325,261.0006,281.9999,342.0001
ENSG00000162624,LHX8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162627,SNX7,536.0012,729.0017,659.0013,603,543.001,448.0002,333.001,414.0011,579.0009,212.0003,579.9999,707.0001
ENSG00000162630,B3GALT2,121,7,6,43.0001,16,21,5,15,15,6,6,8
ENSG00000162631,NTNG1,3,22,30,1,2,1,8,5,3,4.0161,5,2
ENSG00000162636,FAM102B,52,176.9997,93.0131,173,44.0207,48,15,28.0085,28.1546,11,37,57.0085
ENSG00000162639,HENMT1,90,111.0001,115.0001,118.0002,80.1114,59.0001,82.0808,97.0002,98,36.9999,90.0002,93
ENSG00000162641,AKNAD1,1,3,9,11,105.9999,18,27.0066,79,163.3422,98.0001,120.9998,182.9999
ENSG00000162642,C1orf52,324.0009,250.0001,290,248.9998,409.9999,341.0006,454.0007,587.0014,489.0015,326.0005,345.0191,446.0009
ENSG00000162643,WDR63,7,6,12,4,16,15,4,11,18,14,3,9
ENSG00000162645,GBP2,3069.9817,365.0007,267.9989,456.0014,4199.2261,1267.9909,2525.9306,2865.8904,1603.563,1401.9134,705.9935,1588.4675
ENSG00000162650,ATXN7L2,107,59,52,46,71,49,97.0001,67.0001,88.0002,78,91.9999,95
ENSG00000162654,GBP4,35.3129,8.7192,21.7894,19.6434,958.3884,75.8574,33.3533,24.7643,39.5878,47.2286,11.2621,28.1219
ENSG00000162664,ZNF326,349.3476,503.0183,449.0287,540.2006,387.0671,195.7757,322.4257,486.308,511.2588,386.2285,396.8931,509.1568
ENSG00000162669,HFM1,4,0,0,2,9,5,16,23,15,12,6,13
ENSG00000162670,BRINP3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162676,GFI1,5,6,4,4,3,5,1,3,9,33,8,4
ENSG00000162687,KCNT2,0,0,1,0,10,3,0,2,1,2,0,3
ENSG00000162688,AGL,290.7068,660.4364,583.9999,601.5212,353.9997,304.365,64.4754,212,386.9994,209.9996,219.0002,304.0005
ENSG00000162692,VCAM1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162694,EXTL2,268.7136,451.9998,430.0012,484.8014,484.0005,381.999,272.0001,409.0003,340.252,245,357.0005,444.9987
ENSG00000162695,SLC30A7,431.5143,617.4357,709.327,611.7799,562.1566,557.4855,357.6674,515.2811,533.0271,245.0659,323.1748,391.3227
ENSG00000162702,ZNF281,251.0002,413.0001,485.9999,346.0002,339.0001,324.0002,250.9997,299,267.9996,165.0002,211.9997,215.0002
ENSG00000162704,ARPC5,1199.9209,2793.4212,2525.5984,2313.6352,1225.9121,1119.0235,588.0673,924.3295,1273.5646,749.6404,983.3305,1188.2159
ENSG00000162706,CADM3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162711,NLRP3,7.0162,297.8921,90,162,19,201.9998,8.5547,9,21.8168,10.0098,5,5
ENSG00000162714,ZNF496,1121.7251,478.142,463.0155,560.2196,529.2944,368.9093,682.0265,664.5949,398.198,389.7655,500.7188,487.272
ENSG00000162722,TRIM58,104.2745,848.9989,349.4764,249,31.7806,189.2715,12.8186,11.5914,47.1822,13.8659,21.3266,5.0333
ENSG00000162723,SLAMF9,23.0001,26,44,9,56,198.9999,9,22.0001,60,39,22,43.9999
